system,year,quarter,region,SEX,age_group,OCCUPATION,labor_force_sta,value,unit,source
ในระบบ,2558,ไตรมาสที่ 4,ภาคเหนือ,หญิง,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,1.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.29,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,1.37,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคเหนือ,หญิง,35-39 ปี,ลูกจ้างเอกชน,รวม,2.36,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคเหนือ,หญิง,35-39 ปี,การรวมกลุ่ม,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคเหนือ,ชาย,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,1.89,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,3.19,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.41,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,2.78,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างเอกชน,รวม,3.22,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,การรวมกลุ่ม,หางานทำ,0.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคเหนือ,หญิง,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,2.33,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,1.94,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.99,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,0.94,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคเหนือ,หญิง,35-39 ปี,ลูกจ้างเอกชน,รวม,1.29,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคเหนือ,หญิง,35-39 ปี,การรวมกลุ่ม,หางานทำ,1.03,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคเหนือ,ชาย,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,0.26,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,4.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.51,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,2.15,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างเอกชน,รวม,1.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,การรวมกลุ่ม,หางานทำ,0.13,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคเหนือ,หญิง,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,1.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,3.27,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.17,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคเหนือ,หญิง,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,2.1,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคเหนือ,หญิง,35-39 ปี,ลูกจ้างเอกชน,รวม,3.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคเหนือ,หญิง,35-39 ปี,การรวมกลุ่ม,หางานทำ,0.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคเหนือ,ชาย,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.08,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,2.01,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.16,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,1.85,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างเอกชน,รวม,1.94,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคกลาง,ชาย,35-39 ปี,การรวมกลุ่ม,หางานทำ,2.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 2,ภาคกลาง,หญิง,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.82,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,8.63,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,3.18,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,5.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคกลาง,หญิง,35-39 ปี,ลูกจ้างเอกชน,รวม,5.3,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคกลาง,หญิง,35-39 ปี,การรวมกลุ่ม,หางานทำ,1.58,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2559,ไตรมาสที่ 4,ภาคกลาง,ชาย,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,3.73,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคกลาง,ชาย,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,10.15,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคกลาง,ชาย,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.62,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 1,ภาคกลาง,ชาย,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,9.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคกลาง,ชาย,35-39 ปี,ลูกจ้างเอกชน,รวม,9.6,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคกลาง,ชาย,35-39 ปี,การรวมกลุ่ม,หางานทำ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 2,ภาคกลาง,หญิง,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,8.89,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,7.25,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,1.63,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,5.62,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคกลาง,หญิง,35-39 ปี,ลูกจ้างเอกชน,รวม,7.7,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคกลาง,หญิง,35-39 ปี,การรวมกลุ่ม,หางานทำ,0.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2560,ไตรมาสที่ 4,ภาคกลาง,ชาย,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,7.4,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคกลาง,หญิง,35-39 ปี,รวม,รวม,10.76,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,นายจ้าง,หางานทำ,3.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,7.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,ช่วยธุรกิจครัวเรือน,รวม,5.92,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างรัฐบาล,หางานทำ,2.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,3.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคกลาง,รวม,35-39 ปี,การรวมกลุ่ม,รวม,7.95,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคกลาง,รวม,35-39 ปี,รวม,หางานทำ,0.68,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 3,ภาคกลาง,ชาย,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,7.28,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคกลาง,หญิง,35-39 ปี,รวม,รวม,8.49,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,นายจ้าง,หางานทำ,0.99,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,7.49,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,ช่วยธุรกิจครัวเรือน,รวม,6.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,6.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างเอกชน,รวม,11.48,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,การรวมกลุ่ม,หางานทำ,2.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,9.04,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคกลาง,ชาย,35-39 ปี,รวม,รวม,11.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,รวม,หางานทำ,0.24,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคกลาง,รวม,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,11.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,ประกอบธุรกิจส่วนตัว,รวม,8.76,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.33,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,8.43,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างเอกชน,รวม,10.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,การรวมกลุ่ม,หางานทำ,1.74,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคกลาง,รวม,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,8.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,รวม,หางานทำ,0.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2561,ไตรมาสที่ 4,ภาคเหนือ,หญิง,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,1.17,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคเหนือ,รวม,35-39 ปี,นายจ้าง,รวม,1.68,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคเหนือ,รวม,35-39 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 1,ภาคเหนือ,รวม,35-39 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,0.97,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคเหนือ,รวม,35-39 ปี,ลูกจ้างรัฐบาล,รวม,2.52,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคเหนือ,รวม,35-39 ปี,ลูกจ้างเอกชน,หางานทำ,0.31,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 2,ภาคเหนือ,รวม,35-39 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,2.21,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคเหนือ,รวม,35-39 ปี,รวม,รวม,2.02,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,รวม,หางานทำ,0.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 3,ภาคเหนือ,หญิง,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,1.63,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,35-39 ปี,นายจ้าง,รวม,2.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,35-39 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,0.76,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2562,ไตรมาสที่ 4,ภาคเหนือ,รวม,35-39 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,2.14,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคเหนือ,รวม,35-39 ปี,ลูกจ้างรัฐบาล,รวม,3.6,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคเหนือ,รวม,35-39 ปี,ลูกจ้างเอกชน,หางานทำ,0.54,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 1,ภาคเหนือ,รวม,35-39 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.06,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคเหนือ,รวม,35-39 ปี,รวม,รวม,5.74,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคเหนือ,ชาย,35-39 ปี,นายจ้าง,หางานทำ,1.28,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคเหนือ,ชาย,35-39 ปี,ประกอบธุรกิจส่วนตัว,ไม่หางานทำ/พร้อมที่จะทำงาน,4.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ช่วยธุรกิจครัวเรือน,รวม,4.36,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างรัฐบาล,หางานทำ,1.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคเหนือ,ชาย,35-39 ปี,ลูกจ้างเอกชน,ไม่หางานทำ/พร้อมที่จะทำงาน,2.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,การรวมกลุ่ม,รวม,7.04,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคเหนือ,ชาย,35-39 ปี,รวม,หางานทำ,1.53,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคเหนือ,หญิง,35-39 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,5.51,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคเหนือ,หญิง,40-49 ปี,ประกอบธุรกิจส่วนตัว,รวม,2.44,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคเหนือ,หญิง,40-49 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.64,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคเหนือ,หญิง,40-49 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,1.8,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคเหนือ,หญิง,40-49 ปี,ลูกจ้างเอกชน,รวม,2.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคเหนือ,หญิง,40-49 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,2.66,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคเหนือ,หญิง,40-49 ปี,รวม,รวม,5.6,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคเหนือ,รวม,40-49 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,5.6,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,40-49 ปี,ประกอบธุรกิจส่วนตัว,รวม,2.22,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,40-49 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,0.45,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 4,ภาคเหนือ,รวม,40-49 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,1.77,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคเหนือ,รวม,40-49 ปี,ลูกจ้างเอกชน,รวม,8.05,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคเหนือ,รวม,40-49 ปี,การรวมกลุ่ม,หางานทำ,1.76,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 1,ภาคเหนือ,รวม,40-49 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,6.28,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคเหนือ,ชาย,40-49 ปี,รวม,รวม,5.36,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคเหนือ,หญิง,40-49 ปี,รวม,หางานทำ,2.46,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 2,ภาคเหนือ,รวม,40-49 ปี,นายจ้าง,ไม่หางานทำ/พร้อมที่จะทำงาน,2.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคเหนือ,รวม,40-49 ปี,ประกอบธุรกิจส่วนตัว,รวม,8.73,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคเหนือ,รวม,40-49 ปี,ช่วยธุรกิจครัวเรือน,หางานทำ,2.69,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2557,ไตรมาสที่ 3,ภาคเหนือ,รวม,40-49 ปี,ลูกจ้างรัฐบาล,ไม่หางานทำ/พร้อมที่จะทำงาน,6.04,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,ลูกจ้างเอกชน,หางานทำ,1.56,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 2,ภาคกลาง,รวม,35-39 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,22.47,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคกลาง,รวม,35-39 ปี,รวม,รวม,21.5,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคกลาง,ชาย,35-39 ปี,รวม,หางานทำ,3.37,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 3,ภาคกลาง,หญิง,35-39 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,18.13,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,นายจ้าง,รวม,22.51,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,ประกอบธุรกิจส่วนตัว,หางานทำ,4.12,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2563,ไตรมาสที่ 4,ภาคกลาง,รวม,35-39 ปี,ช่วยธุรกิจครัวเรือน,ไม่หางานทำ/พร้อมที่จะทำงาน,18.39,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคกลาง,รวม,40-49 ปี,ลูกจ้างรัฐบาล,รวม,7.01,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคกลาง,รวม,40-49 ปี,ลูกจ้างเอกชน,หางานทำ,0.4,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 1,ภาคกลาง,รวม,40-49 ปี,การรวมกลุ่ม,ไม่หางานทำ/พร้อมที่จะทำงาน,6.61,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคกลาง,รวม,40-49 ปี,รวม,รวม,4.76,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคกลาง,ชาย,40-49 ปี,รวม,หางานทำ,0.86,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 2,ภาคกลาง,หญิง,40-49 ปี,รวม,ไม่หางานทำ/พร้อมที่จะทำงาน,3.9,พันคน,สำนักงานสถิติแห่งชาติ
ในระบบ,2556,ไตรมาสที่ 3,ภาคกลาง,รวม,40-49 ปี,นายจ้าง,รวม,5.63,พันคน,สำนักงานสถิติแห่งชาติ
